OldPNNumber|PNNumber|LoanType|LoanProductType|EffectivityDate|Status|MaturityDate|ActualClosedDate|LoanAmount|PawnedItem|PawnedItemType|AppraisalRate|RedemptionDate|UpdatedDate|CustomerNumber
|11EE80FA06FF78ECACB80A0027000013|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||14100|"ONE PC(S) YG NECKLACE"|Jewelry|14100||"12/11/2023 9:23:04 AM"|30608064
|11EE80FA07DAB72CACF70A002700000D|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1700|"ONE PC(S) YG ROPE NECKLACE W/ HEART PENDANT AND DEF."|Jewelry|1700||"12/11/2023 9:24:10 AM"|30717917
|11EE80FA08417DB6B6BDE0D55E5D4E94|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2400|"ONE PC(S) YG LADIES' RING"|Jewelry|2400||"12/11/2023 9:23:06 AM"|
|11EE80FA0AF0CF87870F408D5C6ABFBE|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3000|ONE PAIR YG STUD EARRINGS|Jewelry|4000||"12/11/2023 9:23:11 AM"|9894324
|11EE80FA0CE13B8B8B7B88A4C2B62485|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5700|"ONE PC(S) YG NECKLACE"|Jewelry|5700||"12/11/2023 9:23:37 AM"|3436603
|11EE80FA0D64DAEAAA1A00090FAA0001|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||15000|"ONE PC(S) YG BRACELET"|Jewelry|58800||"12/11/2023 9:23:15 AM"|20843373
|11EE80FA0DC5BACF8FFAE0D55E7D41E1|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||12000|"ONE PC(S) YG LADIES' RING W/ DESIGN (W/ ENGRAVING; W/ TESTMARK; DEFORMED)"|Jewelry|33250||"12/11/2023 9:23:15 AM"|20165453
|11EE80FA0E08A2EBABE21C697AA9C28B|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5100|"ONE PC(S) YG LADIES' RING"|Jewelry|5150||"12/11/2023 9:23:54 AM"|
|11EE80FA0E4558BEBE9800090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||6900|"ONE PC(S) YG NECKLACE W/ HEART PENDANT"|Jewelry|6900||"12/11/2023 9:23:17 AM"|31310977
|11EE80FA0E57BE8D8DFE00155DFE2558|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||900|ONE PAIR YG EARRINGS|Jewelry|900||"12/11/2023 9:23:16 AM"|15241884
|11EE80FA0E7ADBF0B01B88A4C2B62483|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1500|"ONE PC(S) YG W/ DESIGN LADIES' RING"|Jewelry|1450||"12/11/2023 9:24:16 AM"|18913736
|11EE80FA0EAA436DAD836C3C8C07A976|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2000|"ONE PC(S) YG LINK W/ HEART PENDANT (W/ SINGLE CHAIN) NECKLACE"|Jewelry|2700||"12/11/2023 9:23:17 AM"|17438198
|11EE80FA0F23C14888016C3C8C07A5C6|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||8200|"ONE PC(S) YG LINK W/CROSS & IMAGE PENDANT NECKLACE"|Jewelry|8150||"12/11/2023 9:23:18 AM"|6788316
|11EE80FA0F8A70DD9DB0E0D55E7CADD0|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4600|"ONE PC(S) YG LADIES' RING"|Jewelry|5300||"12/11/2023 9:24:06 AM"|
|11EE80FA109065DB9BA500090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5000|"ONE PC(S) YG ADJUSTABLE LADIES' RING"|Jewelry|5400||"12/11/2023 9:23:21 AM"|8096381
|11EE80FA1671E9D29229E0D55E0559AF|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4000|"ONE PC(S) YG LADIES' RING W/ PINK STONES"|Jewelry|6600||"12/11/2023 9:24:03 AM"|
|11EE80FA16A7754080B500090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||11550|"ONE PC(S) YG RING W/ SERVICE W/ ENGRAVING"|Jewelry|11550||"12/11/2023 9:25:08 AM"|10333875
|11EE80FA17784BE7A78B0C9D92C6163C|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||20100|"ONE PC(S) YG LADIES' RING"|Jewelry|20100||"12/11/2023 9:23:32 AM"|1017009
|11EE80FA17E271F6B6B100090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2400|ONE PAIR YG DANGLING EARRINGS|Jewelry|2400||"12/11/2023 9:23:33 AM"|13917562
|11EE80FA18743A31B17A6C3C8C07251E|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1000|"ONE PC(S) YG EXTREEM DEFORMITIES BAND RING"|Jewelry|5150||"12/11/2023 9:23:39 AM"|
|11EE80FA18F76B0E8EAB305A3A0EBF9B|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3900|"ONE PC(S) YG NECKLACE W/ HEART PENDANT"|Jewelry|3900||"12/11/2023 9:24:14 AM"|
|11EE80FA196083A9A9C3E0D55E38F65D|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3500|"ONE PC(S) YG LADIES' RING"|Jewelry|4200||"12/11/2023 9:24:36 AM"|5488049
|11EE80FA19FBDB0F8F1B88A4C2B62B88|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||900|ONE PAIR YG STUD EARRINGS|Jewelry|900||"12/11/2023 9:23:57 AM"|1824933
|11EE80FA1A109377B7D31C697AA9C3AC|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||9300|"ONE PC(S) YG ROPE NECKLACE~ONE PC(S) YG PENDANT"|Jewelry|10600||"12/11/2023 9:23:36 AM"|
|11EE80FA1A487DD595BD00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5000|"ONE PC(S) YG MEN'S RING"|Jewelry|10500||"12/11/2023 9:23:37 AM"|16957268
|11EE80FA1A5138F7B77804D9F538382F|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||11400|"ONE PC(S) YG LADIES' RING"|Jewelry|11400||"12/11/2023 9:25:06 AM"|
|11EE80FA1CB326CF8F6688A4C2608888|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||26800|"ONE PC(S) YG CENTERPIECE NECKLACE W/ SULDA @ LOCK"|Jewelry|30800||"12/11/2023 9:24:19 AM"|
|11EE80FA1CCB3D43837D002B674C5F7F|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||17400|"ONE PC(S) YG MEN'S RING W/ STONES"|Jewelry|18900||"12/11/2023 9:23:41 AM"|
|11EE80FA1CE4F075B5301C697AAD090F|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4950|"ONE PC(S) YG LINK BRACELET W/ DEFECTIVITY (0.1G COPPER WIRE)"|Jewelry|5150||"12/11/2023 9:23:41 AM"|15925696
|11EE80FA1F80178D8D5700090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1000|ONE PAIR YG STUD EARRINGS W/ CROSS DESIGN|Jewelry|1200||"12/11/2023 9:23:46 AM"|1969802
|11EE80FA20B2E8F0B02800090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5100|"ONE PC(S) YG ROPE NECKLACE W/ SINGLE CHAIN~ONE PC(S) YG CRUCIFIX PENDANT W/ DEFORMITY"|Jewelry|7900||"12/11/2023 9:23:47 AM"|4911975
|11EE80FA21CD214B8B610492264E1D49|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||15800|"ONE PC(S) BCG W/ SCRATCHES & TESTMARK BRACELET"|Jewelry|18150||"12/11/2023 9:23:49 AM"|17796760
|11EE80FA227813EEAE5300090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||15900|"ONE PC(S) YG LINK NECKLACE"|Jewelry|15900||"12/11/2023 9:23:51 AM"|
|11EE80FA24FC2F95956F00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3000|"ONE PC(S) YG NECKLACE W/ PENDANT"|Jewelry|5400||"12/11/2023 9:23:54 AM"|26872794
|11EE80FA28503CEDAD7C00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||7150|"ONE PC(S) YG NECKLACE W/ PENDANT WITH DEFORMITY"|Jewelry|7150||"12/11/2023 9:24:01 AM"|20035249
|11EE80FA2978AC0888EC00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1900|"ONE PC(S) YG LADIES' RING W/ DEFORMITY"|Jewelry|1950||"12/11/2023 9:24:03 AM"|
|11EE80FA2B01F99A9A39B42E99BB00ED|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5700|"ONE PC(S) YG CENTERPIECE NECKLACE W/ 1 RUSSIAN STONE(S)"|Jewelry|5700||"12/11/2023 9:24:43 AM"|23893639
|11EE80FA2B29FBCE8E3B00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1150|ONE PAIR YG SCREW LOCK EARRINGS|Jewelry|1200||"12/11/2023 9:24:05 AM"|31311023
|11EE80FA2BD612D6965200090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1700|"ONE PC(S) YG KEY TO HEART PENDANT W/ DEFORMITY"|Jewelry|1700||"12/11/2023 9:24:06 AM"|22496927
|11EE80FA2D0CD51C9C1508626644D35E|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||21300|"ONE PC(S) YG NECKLACE W/ DOUBLE PENDANT"|Jewelry|21300||"12/11/2023 9:25:30 AM"|5093040
|11EE80FA2D3B5E18989EE0D55E46C538|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4500|"ONE PC(S) YG FIGARO NECKLACE"|Jewelry|4500||"12/11/2023 9:24:08 AM"|30355776
|11EE80FA2D94A14A8AE100090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4000|"ONE PAIR YG STUD EARRINGS W/ (DIFFERENT LOCK)"|Jewelry|4650||"12/11/2023 9:24:09 AM"|
|11EE80FA2E5A3A18987A6C3C8C0722CA|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2400|"ONE PC(S) YG LADIES' RING"|Jewelry|2400||"12/11/2023 9:25:15 AM"|
|11EE80FA2F33EE07872E00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1100|"ONE PC(S) YG NECKLACE~ONE PC(S) YG STAR PENDANT W/ DEFORMED"|Jewelry|1200||"12/11/2023 9:24:34 AM"|15469341
|11EE80FA307272FFBFB22C4D544CFE27|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4700|"ONE PC(S) YG TWIST NECKLACE W/ SULDA"|Jewelry|4700||"12/11/2023 9:24:26 AM"|24493831
|11EE80FA307CAC33B3EC00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2500|"ONE PC(S) YG CREOLE EARRINGS W/ DESIGN"|Jewelry|2700||"12/11/2023 9:24:14 AM"|9419710
|11EE80FA30DED830B01838F3AB0D3F35|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||54300|"ONE PC(S) YG LINK NECKLACE W/ CRUCIFIX PENDANT"|Jewelry|54300||"12/11/2023 9:24:15 AM"|72671
|11EE80FA337245979785E0D55E5D4E52|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2100|"ONE PC(S) YG PENDANT W/ IMAGE"|Jewelry|2100||"12/11/2023 9:24:59 AM"|11422860
|11EE80FA33D7AF70B0EF88A4C29DB275|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4200|ONE PAIR YG FISH HOOK EARRINGS|Jewelry|4200||"12/11/2023 9:24:35 AM"|9600879
|11EE80FA34980474B44400090FAA0001|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3100|"ONE PC(S) YG CENTERPIECE NECKLACE"|Jewelry|9300||"12/11/2023 9:24:21 AM"|10221433
|11EE80FA34EF2020A06088A4C2B62EA3|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3000|"ONE PC(S) YG CENTERPIECE NECKLACE W/ 1 RUSSIAN STONE(S)"|Jewelry|3000||"12/11/2023 9:24:34 AM"|18859275
|11EE80FA371171C989B100FF6EAC0EC6|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2000|ONE PAIR YG DANGLING EARRINGS|Jewelry|4500||"12/11/2023 9:24:25 AM"|11402685
|11EE80FA3714CF68A80F04D4C4230FD9|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3200|ONE PAIR YG STUD EARRINGS|Jewelry|3150||"12/11/2023 9:25:03 AM"|5101847
|11EE80FA37CC53C8889388A4C2B62483|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4800|"ONE PC(S) YG W/ DESIGN LADIES' RING"|Jewelry|4800||"12/11/2023 9:24:45 AM"|18913736
|11EE80FA37E28F9797CF708BCD573339|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||8000|"ONE PC(S) YG PENDANT W/ STONES"|Jewelry|10200||"12/11/2023 9:25:30 AM"|3898467
|11EE80FA37FC373DBD770A002700000A|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4800|"ONE PC(S) YG NECKLACE"|Jewelry|4800||"12/11/2023 9:24:39 AM"|
|11EE80FA387437B8B877E0D55ED9316F|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1200|"ONE PC(S) YG BRACELET"|Jewelry|1200||"12/11/2023 9:25:20 AM"|6774541
|11EE80FA38E566A0A0A600090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||21700|"ONE PC(S) YG LADIES' RING W/ CROWN DESIGN~ONE PC(S) YG LADIES' RING"|Jewelry|24800||"12/11/2023 9:25:14 AM"|24538358
|11EE80FA39975391919394C69111A9AA|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||8100|"ONE PC(S) TCG LADIES' RING"|Jewelry|8100||"12/11/2023 9:24:29 AM"|124677
|11EE80FA39CAC5A4A40588A4C29DB0B2|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5000|"ONE PC(S) YG LADIES' RING W/ STONE"|Jewelry|5100||"12/11/2023 9:24:37 AM"|12515566
|11EE80FA3B3219B0B0592C4D544E9F60|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||10000|"ONE PC(S) BCG LADIES' RING"|Jewelry|9900||"12/11/2023 9:28:06 AM"|
|11EE80FA3B6EE8C68628B06EBF60B76D|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3000|"ONE PC(S) WG NECKLACE W/ PENDANT W/ INITIAL ""A"" W/STONES"|Jewelry|3900||"12/11/2023 9:24:53 AM"|9767893
|11EE80FA3B7F9EEEAEDEE0D55EDC9D6A|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4200|"ONE PC(S) YG LADIES' RING W/ STONE"|Jewelry|4200||"12/11/2023 9:24:32 AM"|10255876
|11EE80FA3BE59F0E8EDF00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4800|ONE PAIR YG CREOLE EARRINGS|Jewelry|4800||"12/11/2023 9:24:35 AM"|15590468
|11EE80FA3CAA4ECA8A8E0C9D9287BAAB|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3150|"ONE PC(S) YG ROPE NECKLACE"|Jewelry|22500||"12/11/2023 9:24:34 AM"|31311027
|11EE80FA3CCCE2E4A4222C4D54D812B4|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1700|ONE PAIR YG STUD W/ MISSING STONES & DEFORMITY EARRINGS|Jewelry|1700||"12/11/2023 9:24:34 AM"|10017748
|11EE80FA3F27B9DB9BF900090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||6300|"ONE PC(S) YG LADIES' RING"|Jewelry|6950||"12/11/2023 9:24:39 AM"|28862739
|11EE80FA40DC3D6BAB7D1C697AA9C28B|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||7600|"ONE PC(S) YG NECKLACE~ONE PC(S) YG PENDANT"|Jewelry|7650||"12/11/2023 9:25:29 AM"|
|11EE80FA41454DD5958D40B0760F3446|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||9900|"ONE PC(S) BCG NECKLACE W/ PENDANT"|Jewelry|9900||"12/11/2023 9:24:42 AM"|5334464
|11EE80FA41CCEF7DBD2F94C691A39C71|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4000|"ONE PC(S) YG (W/ SULDA) BRACELET"|Jewelry|4200||"12/11/2023 9:25:17 AM"|21284355
|11EE80FA4513DB35B51BE0D55E38F65D|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3500|"ONE PC(S) YG LADIES' RING"|Jewelry|4200||"12/11/2023 9:24:58 AM"|5488049
|11EE80FA456B912AAAD100090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1800|ONE PAIR YG TITAC EARRINGS|Jewelry|1800||"12/11/2023 9:25:08 AM"|6833041
|11EE80FA45ED80E4A4C00A0027000010|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4000|"ONE PC(S) YG ROPE W/ DEFORMITY NECKLACE~ONE PC(S) YG CROSS PENDANT"|Jewelry|7200||"12/11/2023 9:26:23 AM"|14122240
|11EE80FA476D740585B4E0D55E3A991E|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3000|"ONE PC(S) YG LINK BRACELET"|Jewelry|11400||"12/11/2023 9:25:56 AM"|5966005
|11EE80FA4912B8BBBBF894C6911A1607|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3800|"ONE PC(S) YG LINK W/ SINGLE CHAIN NECKLACE"|Jewelry|3950||"12/11/2023 9:25:48 AM"|25698153
|11EE80FA498E3CF9B97C408D5C3CAE39|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||10000|"ONE PC(S) YG NECKLACE"|Jewelry|19800||"12/11/2023 9:25:34 AM"|27863929
|11EE80FA4AFD5988889938F3AB1CAD5F|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4000|ONE PAIR YG STUD EARRINGS|Jewelry|3950||"12/11/2023 9:25:22 AM"|15295785
|11EE80FA4BFC5A6FAF9A00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||12000|"ONE PC(S) YG BAND RING"|Jewelry|12600||"12/11/2023 9:25:38 AM"|2439500
|11EE80FA4C2C701A9AB09C2DCD98A493|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1500|"ONE PC(S) YG HEART DESIGN PENDANT"|Jewelry|1500||"12/11/2023 9:25:00 AM"|2253162
|11EE80FA4E7BA76DADE79C2DCD98A493|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1200|ONE PAIR YG STUD EARRINGS|Jewelry|1200||"12/11/2023 9:25:28 AM"|2253162
|11EE80FA4F84074C8C4700155D302A6A|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||20400|"ONE PC(S) YG LINK NECKLACE"|Jewelry|20400||"12/11/2023 9:25:31 AM"|151794
|11EE80FA51330D0E8E4D00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3100|"ONE PC(S) YG LINK NECKLACE W/ SULDA~ONE PC(S) YG PUFFED HEART PENDANT"|Jewelry|3150||"12/11/2023 9:25:09 AM"|29558631
|11EE80FA523CBF5898FF00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||7000|ONE PAIR TCG STUD EARRINGS W/ TARNISH & HOLE|Jewelry|9900||"12/11/2023 9:25:10 AM"|11752254
|11EE80FA5483628888A2E0D55E38F65D|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||9200|"ONE PC(S) BCG LADIES' RING"|Jewelry|10600||"12/11/2023 9:25:47 AM"|5488049
|11EE80FA573E5AB3B39A1C697AA81128|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2000|"ONE PC(S) YG ROPE WITH SULDA NECKLACE~ONE PC(S) BCG HEART PENDANT"|Jewelry|2550||"12/11/2023 9:25:19 AM"|12161401
|11EE80FA57BB3A34B47A00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||9600|"ONE PC(S) YG LADIES' RING W/ DESIGN"|Jewelry|9600||"12/11/2023 9:25:20 AM"|852378
|11EE80FA587399FCBCD9E88088118EAE|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||1000|ONE PAIR YG DANGLING EARRINGS|Jewelry|1800||"12/11/2023 9:25:21 AM"|30788416
|11EE80FA58BB497FBF896C3C8C0753C9|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5150|"ONE PC(S) YG BAND RING W/ ENGRAVING"|Jewelry|5150||"12/11/2023 9:25:21 AM"|6778563
|11EE80FA58C0604181A01C697AA9C030|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||2000|"ONE PC(S) YG CREOLLA EARRINGS W/ ONE PC"|Jewelry|1950||"12/11/2023 9:25:36 AM"|
|11EE80FA5A599926A6D988A4C2743747|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||51500|"ONE PC(S) YG NECKLACE W/ PENDANT"|Jewelry|72000||"12/11/2023 9:25:24 AM"|10370573
|11EE80FA5BA31450905438F3AB1CAD47|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||11700|"ONE PC(S) YG MEN'S RING"|Jewelry|14100||"12/11/2023 9:26:39 AM"|137507
|11EE80FA5BC8F0D3933004D4C4232277|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3000|"ONE PC(S) YG BAND RING"|Jewelry|6300||"12/11/2023 9:25:26 AM"|
|11EE80FA5CBF0C20A04C9C5C8E969940|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||10000|"ONE PC(S) YG DOUBLE LINK BRACELET"|Jewelry|21900||"12/11/2023 9:26:00 AM"|3624042
|11EE80FA5CFECC12920C00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||8500|"ONE PAIR YG CREOLLA EARRINGS W/ 2 RUBBER LOCK (1 PC LOOSE)"|Jewelry|9600||"12/11/2023 9:25:29 AM"|30387375
|11EE80FA5E6695F8B8D50A0027000009|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4450|"ONE PC(S) YG LADIES' RING W/ DEFORMITY"|Jewelry|4450||"12/11/2023 9:25:41 AM"|15531366
|11EE80FA5EB4A37ABAE39C2DCD98A493|Personal Loan|5|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||3600|"ONE PC(S) YG BOX NECKLACE W/ CENTERPIECE PENDANT W/ STONES"|Jewelry|3950||"12/11/2023 9:26:17 AM"|2253162
|11EE80FA5F205F7FBF9F0C9D9288BF37|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||8100|"ONE PC(S) YG TWIST NECKLACE W/ PENDANT"|Jewelry|8050||"12/11/2023 9:25:32 AM"|30550552
|11EE80FA5F9932C88872A46BB6297476|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||4200|"ONE PC(S) YG CRUCIFIX PENDANT"|Jewelry|4200||"12/11/2023 9:25:49 AM"|
|11EE80FA5FEC06BABA466C24084B7AC3|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||9300|ONE PAIR YG CREOLLA EARRINGS W/ TARNISHED|Jewelry|9300||"12/11/2023 9:25:34 AM"|7557955
|11EE80FA60C67570B0B500090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||6900|"ONE PC(S) YG LADIES' RING"|Jewelry|6900||"12/11/2023 9:25:35 AM"|4552283
|11EE80FA61084DC4848D2C4D544CFED5|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||5400|"ONE PC(S) YG CENTERPIECE NECKLACE W/ ""RACHELLE"" W/ SULDA & STONES"|Jewelry|5250||"12/11/2023 9:25:35 AM"|202376
|11EE80FA630A0916964900090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||6600|"ONE PC(S) YG STUD EARRINGS"|Jewelry|6600||"12/11/2023 9:26:38 AM"|28862739
|11EE80FA6342FDECAC3D00090FAA0001|Personal Loan|1|"12/11/2023 12:00:00 AM"|1|"12/12/2023 12:00:00 AM"||12000|"ONE PC(S) RG CENTERPIECE NECKLACE W/ STONES"|Jewelry|12000||"12/11/2023 9:25:39 AM"|18421319
